name, uuid, pci.bus_id, compute_cap, driver_version, memory.total [MiB]
NVIDIA GeForce RTX 4090, GPU-11c936e0-ebfc-4a33-1e43-7d362f9dac87, 00000000:29:00.0, 8.9, 550.142, 24564 MiB
